country,satisfaction,sex,age,immigrant,children,income_level,education,god_importance,praying_frequency,ethics_score,voter
USA,3,Male,43,Not immigrant,0,2,6,1,4,7.46,3
USA,9,Male,36,Not immigrant,1,8,3,2,4,7.89,3
USA,6,Male,45,Immigrant,3,6,6,10,2,7.21,1
USA,7,Female,48,Not immigrant,0,5,3,10,2,6.53,3
USA,8,Male,58,Not immigrant,0,5,7,9,2,7.12,3
USA,6,Male,62,Immigrant,0,5,7,6,2,7.21,1
USA,8,Male,22,Not immigrant,0,5,6,8,1,7.21,1
USA,7,Female,42,Not immigrant,2,3,6,10,1,6.59,1
USA,10,Male,19,Not immigrant,0,4,4,3,4,7.34,3
USA,8,Male,45,Not immigrant,2,6,4,1,4,8.2,2
USA,9,Female,46,Not immigrant,3,7,6,10,1,8.02,1
USA,9,Female,21,Not immigrant,0,5,6,1,4,8.2,1
USA,8,Female,64,Not immigrant,2,6,3,10,1,6.53,1
USA,10,Male,75,Not immigrant,2,7,8,10,1,7.52,3
USA,7,Male,73,Not immigrant,0,7,6,1,2,7.19,1
USA,7,Male,62,Not immigrant,3,4,4,1,4,6.28,2
USA,8,Female,39,Not immigrant,2,4,3,10,1,7.65,1
USA,8,Female,54,Not immigrant,0,6,3,10,1,4.55,3
USA,5,Male,39,Not immigrant,4,5,4,3,3,8.58,1
USA,7,Male,49,Not immigrant,1,2,5,10,1,6.41,1
USA,3,Female,19,Not immigrant,0,5,4,6,3,7.77,1
USA,9,Male,80,Not immigrant,1,5,3,10,4,6.84,3
USA,6,Male,34,Not immigrant,2,6,6,5,2,8.82,2
USA,5,Male,68,Not immigrant,3,1,4,5,4,6.97,1
USA,8,Female,30,Not immigrant,2,5,6,8,3,8.51,3
USA,7,Male,32,Not immigrant,2,4,4,8,2,7.52,2
USA,9,Female,26,Not immigrant,0,7,6,3,4,8.76,1
USA,9,Female,43,Not immigrant,0,7,8,1,4,8.02,3
USA,6,Female,20,Not immigrant,0,3,4,2,4,7.52,1
USA,8,Male,67,Not immigrant,2,7,5,5,2,8.95,3
USA,3,Male,21,Immigrant,0,3,6,1,4,6.53,1
USA,8,Male,46,Not immigrant,0,7,6,1,4,8.58,1
USA,7,Female,33,Immigrant,3,1,6,10,4,7.96,0
USA,4,Male,51,Not immigrant,0,3,4,1,4,6.84,2
USA,8,Male,22,Not immigrant,0,7,5,8,1,7.15,1
USA,7,Female,30,Immigrant,0,4,4,10,1,7.65,1
USA,8,Male,34,Not immigrant,3,6,6,2,4,7.77,1
USA,7,Male,19,Immigrant,0,4,4,1,2,6.53,1
USA,5,Male,26,Not immigrant,0,7,6,2,3,6.97,1
USA,10,Female,59,Not immigrant,2,7,6,10,1,9.44,3
USA,8,Male,23,Not immigrant,0,3,5,1,4,7.09,1
USA,8,Male,18,Not immigrant,0,7,6,8,1,7.15,2
USA,10,Female,39,Not immigrant,2,7,4,10,1,7.83,3
USA,9,Male,62,Immigrant,0,1,4,10,1,7.77,3
USA,10,Female,78,Not immigrant,5,8,3,10,1,7.25,3
USA,10,Female,33,Not immigrant,1,8,5,10,4,4.3,1
USA,9,Male,22,Not immigrant,1,3,6,1,4,7.15,1
USA,1,Female,19,Not immigrant,0,6,5,10,3,8.39,1
USA,8,Female,40,Not immigrant,0,5,5,2,1,8.58,2
USA,4,Female,69,Not immigrant,0,3,4,1,2,7.83,3
USA,10,Female,23,Not immigrant,0,6,4,10,1,3.62,3
USA,7,Male,31,Not immigrant,0,5,6,1,4,8.14,1
USA,10,Female,35,Not immigrant,3,5,2,10,1,6.35,1
USA,9,Male,25,Not immigrant,0,3,4,7,4,6.59,1
USA,1,Male,75,Immigrant,3,1,3,3,4,6.78,3
USA,4,Male,23,Not immigrant,0,5,4,3,4,7.46,1
USA,7,Female,46,Immigrant,0,5,7,1,4,8.08,3
USA,7,Male,33,Not immigrant,2,2,4,4,3,7.71,3
USA,7,Male,39,Immigrant,7,5,4,10,2,7.83,2
USA,9,Female,58,Immigrant,2,6,7,10,1,8.33,1
USA,2,Female,32,Not immigrant,3,9,2,8,3,5.11,0
USA,7,Male,25,Not immigrant,0,5,6,5,3,7.03,2
USA,5,Male,39,Not immigrant,0,4,3,10,1,7.52,1
USA,8,Male,56,Not immigrant,2,1,5,3,4,7.89,2
USA,5,Male,24,Not immigrant,0,6,4,8,2,7.77,1
USA,7,Male,45,Not immigrant,0,7,6,5,3,7.51,3
USA,6,Female,38,Not immigrant,0,3,4,3,2,7.46,3
USA,6,Female,62,Not immigrant,0,2,4,1,4,6.84,1
USA,8,Female,22,Not immigrant,0,3,6,1,4,7.65,3
USA,8,Male,21,Not immigrant,0,6,6,10,2,7.59,1
USA,6,Female,44,Not immigrant,2,4,4,1,4,8.02,2
USA,8,Female,35,Not immigrant,1,6,6,10,2,8.14,1
USA,9,Female,65,Immigrant,2,5,4,10,1,8.58,2
USA,9,Female,52,Not immigrant,2,4,4,10,1,7.21,1
USA,3,Female,66,Not immigrant,2,2,4,10,1,7.77,1
USA,8,Female,30,Not immigrant,0,7,6,1,4,7.46,1
USA,2,Male,63,Not immigrant,1,5,7,1,4,7.19,1
USA,7,Male,58,Not immigrant,2,7,6,9,1,7.28,3
USA,6,Male,33,Not immigrant,0,4,6,1,4,6.59,3
USA,7,Female,61,Not immigrant,0,5,3,10,1,7.15,1
USA,8,Male,51,Not immigrant,4,6,4,10,1,5.98,3
USA,9,Male,30,Immigrant,0,7,6,1,3,7.89,3
USA,7,Male,54,Not immigrant,10,6,3,10,1,7.09,1
USA,9,Female,73,Not immigrant,5,1,3,10,1,6.41,3
USA,6,Female,30,Not immigrant,1,1,4,10,1,6.35,1
USA,4,Male,54,Not immigrant,1,4,4,7,2,4.49,3
USA,1,Female,27,Immigrant,1,6,5,1,4,8.58,1
USA,9,Female,60,Not immigrant,2,1,5,10,1,5.91,1
USA,7,Male,48,Immigrant,2,5,2,10,1,7.28,0
USA,4,Female,42,Not immigrant,1,4,6,2,4,8.82,1
USA,9,Male,47,Immigrant,2,6,6,10,1,6.84,3
USA,10,Male,48,Immigrant,3,10,3,10,1,5.54,1
USA,8,Female,29,Immigrant,1,6,8,10,1,7.46,0
USA,6,Male,41,Not immigrant,3,4,4,3,4,6.47,1
USA,8,Male,28,Not immigrant,0,4,3,1,4,3.31,2
USA,8,Female,46,Not immigrant,3,6,6,7,2,8.51,3
USA,5,Female,52,Not immigrant,3,4,3,10,2,6.28,1
USA,9,Female,41,Not immigrant,1,5,4,6,2,7.28,2
USA,9,Male,61,Not immigrant,2,5,6,10,1,6.84,3
USA,7,Male,20,Not immigrant,0,4,3,10,1,4.37,1
USA,2,Female,37,Immigrant,1,1,4,5,4,7.71,1
USA,8,Female,28,Not immigrant,0,6,6,6,2,7.65,1
USA,8,Male,57,Not immigrant,2,5,4,2,4,8.33,3
USA,4,Female,65,Not immigrant,0,6,8,10,1,7.59,3
USA,9,Female,29,Not immigrant,4,6,4,5,2,8.76,1
USA,5,Female,56,Not immigrant,1,3,3,9,1,7.03,2
USA,7,Male,37,Not immigrant,2,4,6,3,3,6.84,1
USA,9,Male,56,Not immigrant,3,7,3,10,1,6.97,1
USA,10,Female,55,Not immigrant,2,6,3,9,2,7.83,3
USA,8,Female,20,Not immigrant,0,5,3,9,2,7.46,1
USA,8,Male,21,Not immigrant,1,6,3,6,4,5.98,1
USA,9,Female,61,Not immigrant,2,5,3,10,1,7.03,3
USA,9,Female,28,Not immigrant,0,8,8,10,1,6.72,2
USA,8,Female,38,Not immigrant,4,4,5,10,2,8.76,3
USA,5,Female,30,Not immigrant,4,1,3,9,1,6.78,3
USA,7,Female,24,Not immigrant,0,8,6,3,4,7.96,2
USA,5,Male,45,Not immigrant,0,4,6,8,2,5.91,3
USA,8,Male,64,Not immigrant,0,3,6,10,2,7.52,3
USA,7,Male,54,Not immigrant,0,5,6,1,4,7.77,3
USA,9,Male,32,Not immigrant,0,7,6,2,3,7.77,3
USA,8,Female,21,Not immigrant,1,6,3,5,3,4.92,1
USA,8,Male,43,Not immigrant,0,5,6,4,3,4.8,1
USA,8,Male,23,Not immigrant,0,3,6,1,4,8.45,2
USA,6,Male,63,Not immigrant,4,4,3,5,2,5.11,1
USA,7,Female,68,Not immigrant,2,7,3,10,1,6.53,1
USA,9,Female,45,Not immigrant,3,7,8,4,2,7.96,3
USA,7,Female,66,Not immigrant,3,5,3,10,2,7.91,1
USA,7,Female,66,Not immigrant,2,1,3,10,1,6.72,2
USA,5,Female,22,Not immigrant,12,2,8,5,1,4.8,1
USA,5,Male,47,Not immigrant,1,5,3,10,2,6.47,2
USA,7,Male,20,Not immigrant,0,7,3,10,1,8.33,3
USA,3,Male,32,Not immigrant,0,5,5,10,1,6.41,3
USA,10,Male,49,Not immigrant,3,7,8,1,2,8.02,3
USA,9,Female,25,Not immigrant,1,5,6,10,1,7.09,1
USA,8,Female,37,Not immigrant,0,6,4,10,2,6.78,1
USA,8,Male,62,Not immigrant,0,2,3,2,4,8.27,1
USA,7,Male,30,Not immigrant,2,6,6,1,4,7.21,3
USA,8,Female,48,Not immigrant,3,5,8,10,1,7.46,3
USA,8,Female,51,Not immigrant,3,4,3,4,1,7.96,3
USA,10,Female,28,Not immigrant,0,6,5,5,2,7.15,1
USA,7,Female,49,Not immigrant,1,5,3,10,2,7.21,1
USA,9,Male,77,Not immigrant,4,5,7,10,1,7.52,3
USA,9,Male,46,Not immigrant,2,7,4,10,2,6.1,3
USA,10,Female,18,Not immigrant,0,4,4,7,2,7.83,1
USA,5,Male,46,Not immigrant,2,7,7,5,2,6.84,3
USA,8,Female,48,Not immigrant,2,1,2,1,4,8.08,1
USA,4,Male,56,Not immigrant,0,5,4,5,3,6.84,3
USA,7,Male,32,Immigrant,1,5,7,5,1,6.47,3
USA,8,Female,65,Not immigrant,0,6,3,8,2,7.15,3
USA,8,Female,66,Not immigrant,2,5,4,10,1,6.9,1
USA,8,Female,30,Not immigrant,0,5,6,1,4,7.65,3
USA,7,Male,56,Not immigrant,2,6,3,10,1,8.58,1
USA,5,Female,39,Not immigrant,0,4,5,10,1,7.34,3
USA,5,Female,46,Not immigrant,4,6,4,10,1,9.44,3
USA,9,Male,74,Not immigrant,2,5,3,10,3,7.12,3
USA,9,Male,71,Not immigrant,0,3,3,10,4,8.39,1
USA,9,Female,42,Not immigrant,1,8,7,10,1,6.78,3
USA,9,Male,42,Not immigrant,3,5,3,10,2,6.78,3
USA,5,Male,42,Not immigrant,0,1,3,10,1,7.71,2
USA,9,Female,46,Not immigrant,2,7,4,4,3,8.14,3
USA,9,Male,36,Not immigrant,1,7,6,1,4,7.96,2
USA,9,Male,52,Not immigrant,0,7,5,3,2,7.15,3
USA,8,Female,33,Not immigrant,2,7,4,5,2,8.76,1
USA,1,Female,56,Not immigrant,1,5,3,10,1,8.45,1
USA,8,Male,71,Not immigrant,2,7,5,10,1,7.71,3
USA,8,Male,67,Not immigrant,4,7,3,10,1,7.21,1
USA,8,Female,64,Not immigrant,2,5,4,10,1,7.77,3
USA,8,Male,36,Not immigrant,6,7,7,10,1,6.9,3
USA,10,Male,48,Not immigrant,1,5,4,5,2,7.77,2
USA,7,Male,29,Not immigrant,0,4,4,10,1,5.91,1
USA,8,Male,34,Not immigrant,3,3,5,6,4,6.97,0
USA,8,Female,43,Immigrant,1,6,3,6,2,4.37,1
USA,9,Male,46,Not immigrant,5,6,4,10,2,8.2,2
USA,4,Female,37,Immigrant,2,4,4,10,2,5.05,3
USA,7,Female,19,Not immigrant,0,7,4,10,2,7.15,2
USA,8,Female,27,Not immigrant,5,5,0,5,3,4.38,3
USA,3,Female,39,Not immigrant,2,5,4,10,2,7.71,2
USA,9,Female,33,Not immigrant,3,7,6,8,2,7.46,1
USA,9,Male,32,Not immigrant,3,5,4,10,1,7.52,1
USA,6,Female,31,Immigrant,4,8,4,2,2,6.04,2
USA,9,Female,79,Immigrant,4,4,4,10,1,7.4,3
USA,8,Male,52,Not immigrant,4,2,4,10,2,7.96,3
USA,9,Female,32,Not immigrant,0,5,6,5,1,4.98,3
USA,10,Male,49,Immigrant,3,5,4,10,2,7.15,1
USA,10,Female,38,Not immigrant,1,4,6,10,1,7.65,3
USA,4,Female,28,Not immigrant,0,4,7,4,3,7.71,3
USA,7,Male,33,Not immigrant,2,5,5,10,2,7.77,1
USA,4,Female,46,Not immigrant,0,3,7,7,2,7.77,1
USA,7,Male,50,Not immigrant,0,4,6,1,4,7.34,3
USA,9,Male,58,Not immigrant,4,4,7,2,4,7.09,3
USA,6,Female,28,Not immigrant,0,4,2,6,3,4.8,1
USA,5,Male,49,Immigrant,3,6,7,8,1,7.03,3
USA,8,Male,70,Not immigrant,3,6,4,4,4,6.47,2
USA,10,Female,33,Not immigrant,2,6,4,5,4,7.03,3
USA,8,Male,34,Not immigrant,0,5,6,7,1,6.84,1
USA,8,Female,26,Not immigrant,1,6,6,10,1,7.09,1
USA,7,Female,26,Not immigrant,2,4,3,1,2,7.65,2
USA,9,Male,73,Not immigrant,4,3,7,10,1,6.35,3
USA,8,Female,42,Not immigrant,5,6,7,10,1,7.4,1
USA,7,Female,61,Not immigrant,1,4,3,4,4,7.59,1
USA,10,Male,30,Not immigrant,1,8,7,7,1,5.36,2
USA,7,Male,47,Not immigrant,2,5,5,10,2,7.32,1
USA,6,Female,31,Not immigrant,0,4,7,2,4,7.77,1
USA,6,Male,19,Not immigrant,0,5,0,6,2,4.43,1
USA,7,Male,52,Immigrant,0,5,7,9,1,6.9,3
USA,7,Male,48,Not immigrant,2,3,4,10,2,7.65,2
USA,6,Female,20,Not immigrant,0,5,3,10,2,8.02,1
USA,4,Female,28,Not immigrant,2,6,5,10,1,5.05,1
USA,7,Male,19,Not immigrant,0,5,3,6,4,6.35,1
USA,8,Male,78,Not immigrant,2,6,3,8,2,7.71,3
USA,6,Male,45,Immigrant,2,2,4,1,4,7.65,2
USA,8,Male,60,Not immigrant,1,5,5,8,1,6.86,3
USA,9,Male,86,Not immigrant,2,6,4,1,4,7.77,3
USA,8,Female,27,Not immigrant,1,5,4,10,1,7.03,3
USA,8,Male,30,Not immigrant,0,3,6,6,4,7.46,1
USA,7,Male,49,Not immigrant,4,7,6,9,1,5.29,3
USA,5,Male,56,Not immigrant,0,7,4,8,2,7.09,2
USA,6,Female,66,Not immigrant,2,5,3,10,2,7.28,3
USA,7,Male,46,Not immigrant,0,5,4,7,2,7.03,1
USA,9,Female,80,Not immigrant,2,6,4,10,1,6.35,3
USA,9,Female,76,Not immigrant,3,6,6,7,3,7.46,3
USA,10,Male,47,Not immigrant,0,2,6,6,2,8.39,3
USA,7,Female,28,Immigrant,0,4,4,10,1,7.4,1
USA,5,Female,24,Not immigrant,0,7,4,7,2,3.99,2
USA,10,Female,50,Not immigrant,1,1,4,6,1,7.83,1
USA,7,Female,36,Immigrant,2,6,4,8,1,7.77,1
USA,9,Male,43,Not immigrant,2,7,6,2,4,7.4,1
USA,8,Male,67,Not immigrant,4,5,6,10,1,7.03,2
USA,9,Female,58,Not immigrant,4,7,3,9,2,7.21,1
USA,8,Male,27,Not immigrant,0,7,3,7,3,3.25,1
USA,7,Male,70,Not immigrant,2,5,3,4,4,7.4,1
USA,4,Male,50,Not immigrant,0,4,4,9,1,6.66,3
USA,9,Female,43,Not immigrant,2,5,6,10,1,7.03,3
USA,6,Male,43,Not immigrant,0,4,2,6,4,7.52,1
USA,10,Male,66,Not immigrant,0,6,7,10,1,6.66,3
USA,8,Female,53,Not immigrant,2,4,3,10,1,7.21,1
USA,7,Male,64,Not immigrant,1,4,4,8,1,6.59,3
USA,5,Male,63,Not immigrant,2,5,3,1,4,7.46,1
USA,8,Male,59,Not immigrant,2,9,8,7,2,7.09,2
USA,8,Female,43,Not immigrant,4,6,5,4,4,7.59,3
USA,8,Male,43,Immigrant,0,4,6,5,3,7.71,1
USA,6,Male,50,Not immigrant,4,4,4,9,1,6.35,3
USA,9,Male,62,Not immigrant,3,4,4,8,3,8.04,3
USA,8,Male,52,Not immigrant,1,8,7,6,2,7.59,3
USA,8,Male,25,Not immigrant,0,4,4,5,2,6.97,1
USA,7,Male,39,Not immigrant,3,5,5,8,4,6.04,3
USA,8,Male,71,Not immigrant,5,6,8,10,1,7.21,3
USA,5,Male,49,Not immigrant,0,6,7,10,1,6.53,3
USA,8,Female,36,Not immigrant,0,4,7,5,4,7.21,1
USA,8,Female,29,Not immigrant,3,6,3,10,2,7.28,3
USA,10,Female,49,Not immigrant,1,3,3,10,1,7.4,1
USA,7,Male,35,Not immigrant,1,7,6,1,4,7.71,1
USA,8,Male,52,Not immigrant,0,6,4,5,4,7.65,3
USA,7,Female,28,Not immigrant,0,5,6,10,1,7.46,1
USA,9,Female,46,Not immigrant,2,6,7,1,4,7.28,2
USA,4,Female,26,Not immigrant,0,3,6,5,2,8.27,1
USA,9,Male,66,Not immigrant,2,7,7,10,1,6.97,3
USA,9,Female,52,Not immigrant,1,5,3,6,1,8.14,3
USA,5,Female,47,Immigrant,0,3,4,10,1,6.97,1
USA,9,Female,32,Not immigrant,1,6,8,10,1,6.66,1
USA,8,Female,32,Not immigrant,5,5,5,10,2,7.34,1
USA,8,Male,33,Not immigrant,2,6,5,10,1,6.84,2
USA,6,Female,21,Not immigrant,0,7,6,8,3,5.54,1
USA,9,Male,34,Not immigrant,1,6,6,10,1,7.28,1
USA,9,Female,34,Not immigrant,0,6,3,10,1,7.15,3
USA,7,Male,58,Not immigrant,2,8,6,1,4,7.46,3
USA,7,Male,57,Not immigrant,3,9,6,10,1,6.66,3
USA,8,Male,31,Not immigrant,2,6,6,10,1,6.84,1
USA,8,Male,22,Not immigrant,0,4,6,1,4,8.76,3
USA,7,Male,27,Not immigrant,0,3,6,1,4,8.08,1
USA,8,Male,34,Not immigrant,3,7,8,7,3,7.28,1
USA,7,Female,48,Not immigrant,5,2,4,10,2,6.47,3
USA,7,Female,26,Not immigrant,0,3,4,3,4,8.2,1
USA,7,Female,78,Not immigrant,3,3,3,10,1,7.15,1
USA,8,Male,57,Not immigrant,2,5,6,10,1,7.21,1
USA,7,Female,53,Not immigrant,2,6,3,8,2,7.09,3
USA,8,Male,57,Not immigrant,2,6,6,7,2,6.72,1
USA,9,Male,45,Not immigrant,2,5,6,10,1,7.77,3
USA,7,Female,34,Not immigrant,1,6,6,5,2,7.21,3
USA,9,Female,28,Not immigrant,1,6,6,5,3,8.14,1
USA,8,Male,30,Not immigrant,3,6,6,10,2,7.15,1
USA,8,Male,20,Not immigrant,1,6,6,10,1,6.41,1
USA,9,Male,71,Not immigrant,3,5,3,10,1,7.52,3
USA,9,Female,44,Not immigrant,2,4,5,10,1,7.77,3
USA,7,Male,39,Not immigrant,2,6,4,7,2,6.84,1
USA,5,Female,48,Not immigrant,2,3,4,8,1,6.9,2
USA,9,Male,88,Not immigrant,6,6,3,9,1,6.84,3
USA,7,Male,41,Not immigrant,3,5,7,10,1,5.91,3
USA,8,Female,62,Not immigrant,1,7,3,10,2,6.72,3
USA,7,Male,62,Not immigrant,0,6,4,6,3,7.83,1
USA,8,Male,43,Not immigrant,2,5,4,10,1,7.59,3
USA,8,Female,66,Not immigrant,2,7,3,10,1,7.89,3
USA,9,Female,27,Not immigrant,3,5,4,3,4,7.15,0
USA,5,Female,57,Immigrant,0,2,3,9,3,7.4,1
USA,4,Male,49,Not immigrant,0,4,6,1,4,7.65,1
USA,9,Female,24,Not immigrant,1,5,3,10,1,7.09,1
USA,9,Male,65,Not immigrant,0,4,6,10,1,8.5,3
USA,7,Male,56,Not immigrant,2,6,3,9,3,6.84,3
USA,5,Male,62,Not immigrant,1,3,4,6,4,6.97,1
USA,8,Male,30,Not immigrant,0,4,5,10,1,6.66,2
USA,8,Male,60,Not immigrant,3,8,8,10,1,7.09,3
USA,8,Male,62,Not immigrant,3,6,8,10,1,6.9,1
USA,8,Female,30,Not immigrant,2,5,4,10,1,7.77,3
USA,8,Female,45,Not immigrant,4,6,4,8,1,8.51,1
USA,6,Female,46,Not immigrant,2,6,7,10,2,6.9,1
USA,9,Male,45,Not immigrant,1,7,4,9,1,6.78,2
USA,9,Female,23,Not immigrant,2,5,6,10,1,7.09,1
USA,7,Female,32,Not immigrant,3,4,5,10,1,6.59,3
USA,7,Male,55,Not immigrant,1,8,5,10,1,6.78,3
USA,5,Male,44,Not immigrant,0,7,4,5,4,7.28,2
USA,9,Male,75,Not immigrant,4,5,3,10,1,6.97,3
USA,8,Female,20,Not immigrant,0,5,6,10,1,7.65,3
USA,8,Female,57,Not immigrant,2,6,7,3,2,8.7,1
USA,9,Male,60,Not immigrant,7,4,8,10,1,6.9,3
USA,6,Female,38,Not immigrant,2,4,6,10,1,7.34,2
USA,5,Male,28,Not immigrant,0,4,6,1,4,7.89,1
USA,7,Female,50,Immigrant,2,7,8,10,1,7.59,3
USA,8,Female,30,Not immigrant,1,3,4,1,4,9.26,2
USA,6,Male,18,Immigrant,0,3,3,8,1,6.47,1
USA,8,Male,73,Not immigrant,2,7,6,10,1,7.03,3
USA,10,Female,44,Not immigrant,2,5,3,7,3,7.21,1
USA,9,Male,18,Not immigrant,0,6,3,6,2,7.59,3
USA,5,Female,37,Immigrant,2,6,8,10,1,7.34,0
USA,8,Female,54,Not immigrant,3,6,3,10,1,7.15,1
USA,8,Female,21,Not immigrant,0,7,6,10,1,7.03,1
USA,10,Male,51,Not immigrant,2,6,4,10,1,6.9,3
USA,8,Male,29,Not immigrant,2,4,6,10,2,8.2,1
USA,8,Male,36,Not immigrant,2,4,6,5,2,7.28,2
USA,5,Male,46,Not immigrant,3,5,7,6,2,7.83,1
USA,8,Male,70,Not immigrant,2,7,6,10,1,6.66,1
USA,9,Female,72,Not immigrant,2,4,4,10,1,8.02,1
USA,9,Male,64,Not immigrant,2,8,7,2,4,7.96,1
USA,6,Male,39,Not immigrant,0,7,6,2,4,8.27,1
USA,8,Male,45,Immigrant,2,7,7,1,4,8.14,3
USA,9,Male,64,Not immigrant,3,6,3,10,4,5.36,3
USA,9,Male,63,Not immigrant,3,8,5,10,1,7.71,1
USA,8,Male,48,Not immigrant,2,6,7,2,3,8.27,3
USA,3,Male,85,Not immigrant,2,5,6,8,4,8.27,1
USA,7,Female,59,Not immigrant,2,3,4,8,2,8.33,2
USA,6,Female,39,Not immigrant,0,7,8,1,4,7.89,1
USA,6,Male,37,Not immigrant,0,6,8,5,1,8.33,3
USA,9,Male,73,Not immigrant,5,6,3,10,1,7.28,3
USA,9,Male,74,Not immigrant,0,6,6,10,2,7.4,3
USA,9,Male,51,Not immigrant,3,6,3,10,1,6.41,1
USA,7,Female,57,Not immigrant,3,6,7,10,1,8.53,3
USA,8,Male,83,Not immigrant,4,8,8,1,4,7.83,3
USA,8,Male,46,Not immigrant,2,4,6,6,3,6.72,2
USA,8,Male,83,Not immigrant,2,6,8,1,4,8.17,3
USA,7,Male,78,Not immigrant,2,3,6,2,4,7.28,3
USA,9,Male,53,Not immigrant,2,4,6,10,1,6.66,3
USA,4,Male,68,Not immigrant,2,8,5,9,2,6.72,3
USA,8,Female,49,Not immigrant,5,7,4,10,1,7.4,1
USA,8,Male,64,Not immigrant,3,6,8,10,1,8.08,3
USA,8,Male,18,Not immigrant,0,5,6,10,1,7.09,3
USA,9,Female,55,Not immigrant,4,3,3,10,1,7.59,3
USA,5,Male,61,Not immigrant,0,6,8,3,3,8.08,3
USA,9,Male,30,Not immigrant,0,7,6,2,4,7.59,3
USA,3,Male,61,Not immigrant,0,1,4,7,4,8.08,3
USA,8,Male,61,Not immigrant,0,2,4,1,4,8.2,3
USA,9,Male,36,Not immigrant,2,6,7,8,2,7.46,3
USA,8,Male,64,Not immigrant,3,5,6,3,4,7.34,3
USA,3,Female,30,Not immigrant,0,4,6,10,1,7.46,1
USA,7,Female,36,Not immigrant,0,3,6,10,1,6.86,3
USA,6,Male,35,Not immigrant,3,6,6,7,2,7.89,3
USA,7,Male,37,Not immigrant,0,8,8,3,3,5.98,1
USA,7,Male,43,Not immigrant,1,6,3,1,4,8.14,1
USA,9,Female,66,Immigrant,3,7,4,10,1,6.66,2
USA,6,Male,29,Not immigrant,0,5,7,1,2,8.02,1
USA,10,Female,69,Not immigrant,2,6,3,10,2,8.08,1
USA,7,Male,30,Not immigrant,0,5,6,1,4,8.08,3
USA,9,Male,62,Not immigrant,2,9,8,1,4,7.34,1
USA,9,Female,71,Not immigrant,5,5,7,9,1,7.45,3
USA,10,Male,40,Not immigrant,2,4,4,10,1,8.89,2
USA,8,Male,23,Immigrant,0,3,8,8,1,7.52,1
USA,8,Male,19,Not immigrant,0,7,8,10,2,7.28,2
USA,7,Male,63,Not immigrant,2,6,8,10,2,7.77,3
USA,10,Female,29,Not immigrant,2,5,6,10,1,7.21,3
USA,9,Male,60,Not immigrant,2,8,6,10,1,7.52,3
USA,6,Female,26,Not immigrant,0,7,6,3,2,7.28,1
USA,8,Male,33,Not immigrant,0,8,6,2,3,7.46,1
USA,7,Female,30,Not immigrant,2,5,5,7,3,7.96,2
USA,6,Male,50,Not immigrant,0,2,3,5,4,7.59,3
USA,9,Male,27,Not immigrant,0,7,6,6,2,6.84,1
USA,9,Female,37,Not immigrant,2,6,5,10,2,7.52,2
USA,8,Male,65,Not immigrant,2,7,6,9,2,6.97,1
USA,8,Male,23,Not immigrant,0,6,6,2,4,7.89,3
USA,8,Female,22,Not immigrant,0,6,6,5,2,7.96,1
USA,8,Female,27,Not immigrant,0,7,7,1,4,7.34,1
USA,7,Male,55,Not immigrant,0,6,6,8,4,8.27,1
USA,6,Male,29,Not immigrant,0,6,6,3,4,7.34,1
USA,8,Female,33,Not immigrant,2,6,6,8,1,8.58,1
USA,8,Male,46,Not immigrant,2,6,6,10,1,6.84,3
USA,9,Female,33,Not immigrant,2,6,7,4,3,8.08,1
USA,9,Male,53,Not immigrant,2,7,6,4,4,7.21,3
USA,10,Female,31,Not immigrant,2,7,5,9,2,7.52,3
USA,10,Male,51,Not immigrant,1,5,3,10,1,6.86,1
USA,5,Male,61,Immigrant,2,7,4,5,4,7.4,1
USA,9,Male,30,Not immigrant,1,6,6,2,3,6.59,1
USA,9,Male,47,Not immigrant,4,7,6,10,2,7.46,3
USA,7,Female,27,Not immigrant,1,6,7,8,1,8.02,3
USA,7,Female,40,Not immigrant,1,4,4,8,1,6.97,1
USA,7,Male,53,Not immigrant,0,6,6,1,4,7.52,3
USA,5,Male,61,Not immigrant,3,3,7,10,2,8.2,1
USA,8,Male,19,Not immigrant,0,5,4,2,4,9.26,3
USA,1,Male,54,Not immigrant,3,2,4,10,1,6.08,2
USA,6,Male,70,Not immigrant,4,6,8,1,4,7.03,3
USA,8,Male,58,Not immigrant,4,5,4,10,1,6.53,1
USA,8,Male,53,Not immigrant,2,7,7,2,4,8.14,3
USA,8,Male,24,Not immigrant,0,6,7,7,1,7.77,3
USA,6,Female,26,Not immigrant,0,6,6,6,3,7.34,1
USA,9,Male,62,Not immigrant,3,7,4,7,3,7.65,1
USA,7,Male,45,Not immigrant,0,3,6,1,4,7.71,1
USA,9,Male,59,Not immigrant,0,3,6,1,4,9.07,3
USA,4,Male,26,Not immigrant,0,3,6,6,3,6.47,2
USA,9,Male,66,Not immigrant,2,7,7,7,2,7.71,3
USA,6,Male,64,Not immigrant,3,6,4,10,1,7.77,3
USA,8,Female,30,Not immigrant,1,8,7,8,1,8.08,1
USA,8,Male,51,Not immigrant,1,7,4,8,1,2.63,1
USA,6,Male,23,Immigrant,0,7,7,3,3,7.96,0
USA,9,Female,26,Not immigrant,3,3,3,9,3,6.04,1
USA,4,Female,26,Not immigrant,1,6,3,1,2,6.78,2
USA,9,Female,27,Not immigrant,1,6,5,10,2,8.33,3
USA,6,Female,31,Not immigrant,0,7,6,3,3,6.84,1
USA,8,Male,51,Not immigrant,7,7,3,10,4,6.72,1
